Tanggal,Teks_Ulasan,Rating,Teks_Bersih,Teks_Stopword,Teks_Stemming
2026-05-16 08:08:12,4.4 Kren banget 👍,5,kren banget,kren,kren
2026-05-16 08:07:11,update terbaru kok susah min download map nya mana bentar2 loading melulu,4,update terbaru kok susah min download map nya mana bentar loading melulu,update terbaru susah min download map bentar loading melulu,update baru susah min download map bentar loading melulu
2026-05-16 08:06:18,Pembaruan malah jadi ancur sinyal nya... ga bisa masuk ke pertandingan,1,pembaruan malah jadi ancur sinyal nya ga bisa masuk ke pertandingan,pembaruan ancur sinyal masuk pertandingan,baru ancur sinyal masuk tanding
2026-05-16 08:00:12,kasi bintang 3 karna pelit aku berkali kali gacha gak di kasih hoki dari dulu blood reven aku dapat matrial aja gak pernah di kasih hoki kalo gacha tolong dong kasih hoki,3,kasi bintang karna pelit aku berkali kali gacha gak di kasih hoki dari dulu blood reven aku dapat matrial aja gak pernah di kasih hoki kalo gacha tolong dong kasih hoki,kasi bintang karna pelit berkali kali gacha kasih hoki blood reven matrial kasih hoki gacha tolong kasih hoki,kasi bintang karna pelit kali kali gacha kasih hoki blood reven matrial kasih hoki gacha tolong kasih hoki
2026-05-16 07:52:58,game apaan ni matching lama baru main dapet musuh yg jago apaan banget,1,game apaan ni matching lama baru main dapet musuh yg jago apaan banget,ni matching main dapet musuh jago,ni matching main dapet musuh jago
2026-05-16 05:55:28,"Kok pas dowlodkok lama mau download ya saya sampel nunggu 2 jam,coba kalo gemlain bentar kayak free fire ,iya sih kalau main ya grafik ya bagus dan seru",5,kok pas dowlodkok lama mau download ya saya sampel nunggu jamcoba kalo gemlain bentar kayak free fire iya sih kalau main ya grafik ya bagus dan seru,dowlodkok download sampel nunggu jamcoba gemlain bentar free fire iya main grafik bagus seru,dowlodkok download sampel nunggu jamcoba gemlain bentar free fire iya main grafik bagus seru
2026-05-16 05:40:38,hapus rikolan sama iven,1,hapus rikolan sama iven,hapus rikolan iven,hapus rikolan iven
2026-05-16 05:31:00,hiburan gw ini,5,hiburan gw ini,hiburan,hibur
2026-05-16 04:52:09,"makin update malah makin banyak bug,yang bener Napa gua dah susah susah grading sisa 1 malah ngebug di island",5,makin update malah makin banyak bugyang bener napa gua dah susah susah grading sisa malah ngebug di island,update bugyang bener napa dah susah susah grading sisa ngebug island,update bugyang bener napa dah susah susah grading sisa ngebug island
2026-05-16 04:05:19,LET'S GO🔥🔥🔥,5,lets go,lets go,lets go
2026-05-16 04:03:37,"setiap Kali Ganti Season Pasti Aja ngelag Parah,Padahal sinyal Bagus,Ram sama Chipset mendukung,tapi Game Nya Tak mendukung,Tolong lah Tencent Perbaiki.",5,setiap kali ganti season pasti aja ngelag parahpadahal sinyal bagusram sama chipset mendukungtapi game nya tak mendukungtolong lah tencent perbaiki,kali ganti season ngelag parahpadahal sinyal bagusram chipset mendukungtapi mendukungtolong tencent perbaiki,kali ganti season ngelag parahpadahal sinyal bagusram chipset mendukungtapi mendukungtolong tencent baik
2026-05-16 03:04:46,game paling seru,5,game paling seru,seru,seru
2026-05-16 01:50:32,"saya udah lama meninggalkan permainan ini, sudah gak seindah dan seenak dulu lagi game nya, bnyk perubahan malah makin gak enak di lihat.",1,saya udah lama meninggalkan permainan ini sudah gak seindah dan seenak dulu lagi game nya bnyk perubahan malah makin gak enak di lihat,meninggalkan permainan seindah seenak bnyk perubahan enak lihat,tinggal main indah enak bnyk ubah enak lihat
2026-05-16 01:44:58,tolong bug nya diperbaiki setelah update seperti tombol revive yg hilang ketika teman knock dan sinyal yg sering drop,1,tolong bug nya diperbaiki setelah update seperti tombol revive yg hilang ketika teman knock dan sinyal yg sering drop,tolong bug diperbaiki update tombol revive hilang teman knock sinyal drop,tolong bug baik update tombol revive hilang teman knock sinyal drop
2026-05-16 01:39:23,"aplikasi sering terjadi kesalahan di HP infinik note40 pro 5g dan juga frime rate tidak samapai 60 FPS sangat disayangkan sekali dan juga sering muncul seperti(Notifikasi baru. Ketuk untuk melihat Sistem Android 27 m Kesalahan Aplikasi Terdeteksi bahwa aplikasi ""PUBG MOBILE"" mogok karena masalahnya sendiri. Harap tunggu pembaruan untuk memperbaiki masalah, atau kirimkan umpan balik melalui saluran layanan pelanggan dalam aplikasi. Tutup)",1,aplikasi sering terjadi kesalahan di hp infinik note pro g dan juga frime rate tidak samapai fps sangat disayangkan sekali dan juga sering muncul sepertinotifikasi baru ketuk untuk melihat sistem android m kesalahan aplikasi terdeteksi bahwa aplikasi pubg mobile mogok karena masalahnya sendiri harap tunggu pembaruan untuk memperbaiki masalah atau kirimkan umpan balik melalui saluran layanan pelanggan dalam aplikasi tutup,aplikasi kesalahan hp infinik note pro g frime rate samapai fps disayangkan muncul sepertinotifikasi ketuk sistem android m kesalahan aplikasi terdeteksi aplikasi mobile mogok harap tunggu pembaruan memperbaiki kirimkan umpan saluran layanan pelanggan aplikasi tutup,aplikasi salah hp infinik note pro g frime rate samapai fps sayang muncul sepertinotifikasi ketuk sistem android m salah aplikasi deteksi aplikasi mobile mogok harap tunggu baru baik kirim umpan salur layan langgan aplikasi tutup
2026-05-16 01:34:31,Tunggu aku update hp ya jangan sampe ilang dari playstore,5,tunggu aku update hp ya jangan sampe ilang dari playstore,tunggu update hp sampe ilang playstore,tunggu update hp sampe ilang playstore
2026-05-16 01:07:16,"setelah update, malah lemot banget. baru lobby aja delay banget",2,setelah update malah lemot banget baru lobby aja delay banget,update lemot lobby delay,update lot lobby delay
2026-05-16 01:02:49,"Saya ingin memberikan masukan agar sistem Promotion Match di ranked dihapus. Sistem ini sering membuat pemain yang sudah bermain konsisten tetap gagal naik rank hanya karena beberapa match yang tidak beruntung, sistem poin rank yang sekarang sudah cukup untuk menentukan progression pemain tanpa perlu Promotion Match tambahan. Semoga bisa dipertimbangkan agar ranked terasa lebih fair dan nyaman dimainkan.",1,saya ingin memberikan masukan agar sistem promotion match di ranked dihapus sistem ini sering membuat pemain yang sudah bermain konsisten tetap gagal naik rank hanya karena beberapa match yang tidak beruntung sistem poin rank yang sekarang sudah cukup untuk menentukan progression pemain tanpa perlu promotion match tambahan semoga bisa dipertimbangkan agar ranked terasa lebih fair dan nyaman dimainkan,masukan sistem promotion match ranked dihapus sistem pemain bermain konsisten gagal rank match beruntung sistem poin rank menentukan progression pemain promotion match tambahan semoga dipertimbangkan ranked fair nyaman dimainkan,masuk sistem promotion match ranked hapus sistem main main konsisten gagal rank match untung sistem poin rank tentu progression main promotion match tambah moga timbang ranked fair nyaman main
2026-05-16 00:12:02,"tolong pihak PUBG, mohon di kurang data geam kami parah pengguna hp kentang sayang menyukai bermain geam PUBG Jika data geam terus bertambah kami tidak akan bisa bermain geam yang sangat kami suka yaitu PUBG",5,tolong pihak pubg mohon di kurang data geam kami parah pengguna hp kentang sayang menyukai bermain geam pubg jika data geam terus bertambah kami tidak akan bisa bermain geam yang sangat kami suka yaitu pubg,tolong mohon data geam parah pengguna hp kentang sayang menyukai bermain geam data geam bertambah bermain geam suka,tolong mohon data geam parah guna hp kentang sayang suka main geam data geam tambah main geam suka
2026-05-16 00:11:53,"tolong perbaiki fitur hapus data untuk wow karena setiap login memenuhi ruang penyimpanan, serta jika bisa hapus saja fitur hub karena sudah ada cheerpark dan training ground. pindahkan saja beberapa fitur hub ke cheerpark untuk pelengkap.",2,tolong perbaiki fitur hapus data untuk wow karena setiap login memenuhi ruang penyimpanan serta jika bisa hapus saja fitur hub karena sudah ada cheerpark dan training ground pindahkan saja beberapa fitur hub ke cheerpark untuk pelengkap,tolong perbaiki fitur hapus data wow login memenuhi ruang penyimpanan hapus fitur hub cheerpark training ground pindahkan fitur hub cheerpark pelengkap,tolong baik fitur hapus data wow login penuh ruang simpan hapus fitur hub cheerpark training ground pindah fitur hub cheerpark lengkap
2026-05-16 00:09:11,"tidak profesional untuk pertandingan,ada perbedaan fps,saran aja untuk fps 120 di pertemukan sesama fpa 120 biar adil dan kompletsibel",3,tidak profesional untuk pertandinganada perbedaan fpssaran aja untuk fps di pertemukan sesama fpa biar adil dan kompletsibel,profesional pertandinganada perbedaan fpssaran fps pertemukan fpa adil kompletsibel,profesional pertandinganada beda fpssaran fps temu fpa adil kompletsibel
2026-05-16 00:02:51,bang sensi gyroscope gua eror tolong di perbaiki lagi,2,bang sensi gyroscope gua eror tolong di perbaiki lagi,bang sensi gyroscope eror tolong perbaiki,bang sensi gyroscope eror tolong baik
2026-05-15 23:37:52,Memuaskan.😎😎🔥,5,memuaskan,memuaskan,muas
2026-05-15 23:13:48,oleh para 🙏,5,oleh para,,
2026-05-15 22:54:41,bagus dan keren,5,bagus dan keren,bagus keren,bagus keren
2026-05-15 22:46:16,kenapa event baru 4close terus kaga bisa match d livik.,1,kenapa event baru close terus kaga bisa match d livik,event close kaga match d livik,event close kaga match d livik
2026-05-15 22:45:54,"kurangi bintang setelah updet bug parah,ga usah updet yang gak penting kopok jadi pada males main pupg",1,kurangi bintang setelah updet bug parahga usah updet yang gak penting kopok jadi pada males main pupg,kurangi bintang updet bug parahga updet kopok males main pupg,kurang bintang updet bug parahga updet kopok males main pupg
2026-05-15 22:38:01,"Terlalu banyak Bug yang membuat pengalaman bermain tidak menyenangkan setelah UPDATE 4.4 Perbaiki Bug Game saat pembaruan, berhenti buat Event yang merugikan bagi user pubg, event yang merusak pengalaman lancar bermain game PUBGM",1,terlalu banyak bug yang membuat pengalaman bermain tidak menyenangkan setelah update perbaiki bug game saat pembaruan berhenti buat event yang merugikan bagi user pubg event yang merusak pengalaman lancar bermain game pubgm,bug pengalaman bermain menyenangkan update perbaiki bug pembaruan berhenti event merugikan user event merusak pengalaman lancar bermain pubgm,bug alam main senang update baik bug baru henti event rugi user event rusak alam lancar main pubgm
2026-05-15 22:31:10,"game terbaik yang pernah ada,terima kasih",4,game terbaik yang pernah adaterima kasih,terbaik adaterima kasih,baik adaterima kasih
2026-05-15 22:20:08,"Mohon penjelasannya min, ini kenapa saya ga bisa buka aplikasinya yak setelah mau masuk update 3.9 ini ? tertulis ""Please enable storage access permission for this app in settings and restart the game"". Udah di cek di pengaturan dll aman aman aja tapi tetap ga bisa masuk aplikasi. note : bintang bakal berubah sesuai dengan bisa atau tidaknya masalah ini teratasi.",5,mohon penjelasannya min ini kenapa saya ga bisa buka aplikasinya yak setelah mau masuk update ini tertulis please enable storage access permission for this app in settings and restart the game udah di cek di pengaturan dll aman aman aja tapi tetap ga bisa masuk aplikasi note bintang bakal berubah sesuai dengan bisa atau tidaknya masalah ini teratasi,mohon penjelasannya min buka aplikasinya yak masuk update tertulis please enable storage access permission for this app in settings and restart the cek pengaturan dll aman aman masuk aplikasi note bintang berubah sesuai tidaknya teratasi,mohon jelas min buka aplikasi yak masuk update tulis please enable storage access permission for this app in settings and restart the cek atur dll aman aman masuk aplikasi note bintang ubah sesuai tidak atas
2026-05-15 22:18:08,Makin seru skin2 nya. X-Sw dong,5,makin seru skin nya xsw dong,seru skin xsw,seru skin xsw
2026-05-15 22:16:20,makin bulan ke bulan makin gila ini game keren abis✌️,5,makin bulan ke bulan makin gila ini game keren abis,gila keren abis,gila keren abis
2026-05-15 22:15:26,0ok.. 0ok... 00k... 0okk.. mantap,5,ok ok k okk mantap,ok ok k okk mantap,ok ok k okk mantap
2026-05-15 22:12:51,makin gk jelas game nya pake wifi malah gk bisa main jadi males,1,makin gk jelas game nya pake wifi malah gk bisa main jadi males,gk pake wifi gk main males,gk pake wifi gk main males
2026-05-15 22:09:45,ngestuck di 92%,3,ngestuck di,ngestuck,ngestuck
2026-05-15 22:03:30,"makin update makin ga nyaman,teropong ×6 di perkecil udah beda,ukuran garis makin besar dari sebelumnya,pas nembak musuh dari jauh ga keliatan musuh nya ketutupan sama garis yang ada di scope",1,makin update makin ga nyamanteropong di perkecil udah bedaukuran garis makin besar dari sebelumnyapas nembak musuh dari jauh ga keliatan musuh nya ketutupan sama garis yang ada di scope,update nyamanteropong perkecil bedaukuran garis sebelumnyapas nembak musuh keliatan musuh ketutupan garis scope,update nyamanteropong kecil bedaukuran garis sebelumnyapas nembak musuh liat musuh tutup garis scope
2026-05-15 22:00:27,"parah sih, gak ada tombol rifep nya bikin kesel nih",4,parah sih gak ada tombol rifep nya bikin kesel nih,parah tombol rifep kesel nih,parah tombol rifep kesel nih
2026-05-15 21:53:55,suka,5,suka,suka,suka
2026-05-15 21:41:53,keren gak ada auto aim bisa melatih ketepatan,5,keren gak ada auto aim bisa melatih ketepatan,keren auto aim melatih ketepatan,keren auto aim latih tepat
2026-05-15 21:35:02,oke semuwa,5,oke semuwa,oke semuwa,oke semuwa
2026-05-15 21:31:30,gamenya bagus,5,gamenya bagus,gamenya bagus,gamenya bagus
2026-05-15 21:28:11,mantapp,5,mantapp,mantapp,mantapp
2026-05-15 21:27:35,gem ini membantu sy dengan mendapatkan cuan,5,gem ini membantu sy dengan mendapatkan cuan,gem membantu sy cuan,gem bantu sy cuan
2026-05-15 21:25:50,knpa game gw gak bisa dibuka...,5,knpa game gw gak bisa dibuka,knpa dibuka,knpa buka
2026-05-15 21:23:08,saya suka walaupun banyak yang belum saya pahami..🇹🇱🇹🇱,5,saya suka walaupun banyak yang belum saya pahami,suka pahami,suka paham
2026-05-15 21:15:26,PUBG gak ada dua nya,5,pubg gak ada dua nya,,
2026-05-15 21:07:19,mantap behgggg,5,mantap behgggg,mantap behgggg,mantap behgggg
2026-05-15 20:55:23,bos tolong di perbaiki di ifen nya? bayak buknya kadang g bisa nmbak,3,bos tolong di perbaiki di ifen nya bayak buknya kadang g bisa nmbak,bos tolong perbaiki ifen bayak buknya kadang g nmbak,bos tolong baik ifen bayak buk kadang g nmbak
2026-05-15 20:43:56,jaringan Telkom macam taayek updatenya lama bet dah,5,jaringan telkom macam taayek updatenya lama bet dah,jaringan telkom taayek updatenya bet dah,jaring telkom taayek updatenya bet dah
2026-05-15 20:39:14,"sistem grading di rangked hapus ajaa kecualii di tdm baru masuk akall,kalah 2 kali resett ulang dari awall di kira perjuangan gitu gamoang kali bikin nurunin kd jugaa haduhh",1,sistem grading di rangked hapus ajaa kecualii di tdm baru masuk akallkalah kali resett ulang dari awall di kira perjuangan gitu gamoang kali bikin nurunin kd jugaa haduhh,sistem grading rangked hapus ajaa kecualii tdm masuk akallkalah kali resett ulang awall perjuangan gitu gamoang kali nurunin kd jugaa haduhh,sistem grading rangked hapus ajaa kecuali tdm masuk akallkalah kali resett ulang awall juang gitu gamoang kali nurunin kd jugaa haduhh
